Dates,BIMBO,CEMEX,JOSECUERVO,FEMSA,TELEVISA,VOLARIS,MXN/USD,USD/EUR,MXN/EUR,IPC,S&P500 (USD),AMAZON (USD),ORO (USD)
28/10/2022,76.32,7.44,42.04,140.17,20.84,16.36,19.7961,0.9965,19.7296,49086.3,3901.06,103.41,1644.86
31/10/2022,76.71,7.7,41.91,142.23,21.02,16.84,19.811,0.9882,19.5834,49922.3,3871.98,102.44,1633.56
01/11/2022,81.4,7.8,42.72,145.86,21.35,16.87,19.7483,0.9877,19.5158,50864.85,3856.1,96.79,1647.98
02/11/2022,81.4,7.8,42.72,145.86,21.35,16.87,19.6715,0.9818,19.3144,50864.85,3759.69,92.12,1635.24
03/11/2022,79.68,7.43,42.43,144.17,20.69,16.21,19.6475,0.9749,19.1535,50215.87,3719.89,89.3,1629.49
04/11/2022,81.54,7.89,42.42,143.96,20.27,16.78,19.5235,0.9957,19.4408,51173.75,3770.55,90.98,1681.87
07/11/2022,80.82,7.9,42.12,145.24,20.38,17.34,19.4631,1.002,19.5056,50760.17,3806.8,90.53,1675.63
08/11/2022,81.84,8.05,41.11,147.85,20.86,17.14,19.5271,1.0074,19.6767,50888.46,3828.11,89.98,1712.42
09/11/2022,81.41,7.94,41.23,146.76,20.19,17.17,19.5779,1.0011,19.5964,50545.76,3748.57,86.14,1706.74
10/11/2022,82.73,8.49,41.63,147.46,20.65,18.45,19.3169,1.0209,19.7239,51031.71,3956.37,96.63,1755.45
11/11/2022,83.2,8.98,43.24,150.29,22.62,19.3,19.5034,1.0347,20.1872,51959.2,3992.93,100.79,1771.24
14/11/2022,85.45,8.75,43.08,148.69,22.38,20.01,19.3496,1.0327,19.9823,51785.13,3957.25,98.49,1771.4
15/11/2022,85.42,8.74,42.52,150.6,22.32,20.52,19.3728,1.0349,20.0438,51655.68,3991.73,98.94,1778.94
16/11/2022,85.88,8.89,42.46,150.68,22.02,20.52,19.3357,1.0395,20.0972,51544.94,3958.79,97.12,1773.87
17/11/2022,85.67,8.79,42.75,153.31,21.19,19.76,19.4196,1.0362,20.1269,51360.87,3946.56,94.85,1760.44
18/11/2022,87.56,8.76,44.44,154.95,21.07,19.49,19.4415,1.0325,20.0799,51569.72,3965.34,94.14,1750.68
21/11/2022,87.56,8.76,44.44,154.95,21.07,19.49,19.5437,1.0242,20.0134,51569.72,3949.94,92.46,1738.05
22/11/2022,85.27,8.71,44.58,152.95,21.4,19.79,19.4409,1.0304,20.0297,51760.54,4003.58,93.2,1740.25
23/11/2022,86.9,8.93,44.62,154.67,20.94,19.8,19.3629,1.0397,20.135,51993.95,4027.26,94.13,1749.68
24/11/2022,87.26,8.97,43.71,154.87,21.69,19.84,19.3789,1.041,20.1735,51979.02,4027.26,94.13,1755.24
25/11/2022,86.45,8.75,43.47,154.69,22.1,19.5,19.3329,1.0395,20.0976,51668.64,4026.12,93.41,1754.93
28/11/2022,84.11,8.6,43.28,153.43,21.82,19.41,19.3046,1.034,19.9603,51081.33,3963.94,93.95,1741.36
29/11/2022,81.68,8.46,43.1,151.14,20.67,18.93,19.2328,1.033,19.8638,50174.06,3957.63,92.42,1749.85
30/11/2022,81.94,8.85,43.13,153.74,21.19,19.15,19.2688,1.0406,20.0518,51684.86,4080.11,96.54,1768.52
01/12/2022,82.12,8.71,44.36,152.19,21.16,19.66,19.1509,1.052,20.1461,51457.55,4076.57,95.5,1803.1
02/12/2022,82.86,8.5,44.66,151.23,20.41,19.25,19.4001,1.0535,20.4472,51234.37,4071.7,94.13,1797.63
05/12/2022,83.62,8.32,44.11,151.01,20.33,19.15,19.7548,1.0491,20.7104,50799.46,3998.84,91.01,1768.68
06/12/2022,82.49,8.45,44.97,150.81,20.16,19.01,19.771,1.0467,20.6924,51020.64,3941.26,88.25,1771.04
07/12/2022,83.5,8.33,44.91,151.27,20,18.62,19.6764,1.0506,20.6741,50725.96,3933.92,88.46,1786.27
08/12/2022,85.53,8.32,45.2,151.87,20.16,19.11,19.6301,1.0556,20.722,51078.7,3963.51,90.35,1789.14
09/12/2022,85.99,8.33,43.95,154.17,19.57,19.4,19.7652,1.054,20.8395,50466.25,3934.38,89.09,1797.32
12/12/2022,85.99,8.33,43.95,154.17,19.57,19.4,19.8568,1.0537,20.9217,50466.25,3990.56,90.55,1781.44
13/12/2022,86.57,8.24,43.7,153.27,20.82,19.28,19.5258,1.0633,20.7644,50333.1,4019.65,92.49,1810.8
14/12/2022,85.99,8.25,43.23,152.8,20.26,19.2,19.6367,1.0682,20.9799,50047.7,3995.32,91.58,1807.32
15/12/2022,84.64,7.99,42.42,150.83,19.27,18.74,19.7598,1.0628,20.9998,49342.34,3895.75,88.45,1776.85
16/12/2022,85.59,8.06,42.79,150.66,19.14,17.81,19.7801,1.0586,20.9425,49630.14,3852.36,87.86,1793.08
19/12/2022,86.34,8.08,42.36,150.43,18.66,17.09,19.7943,1.0607,20.9948,49946.1,3817.66,84.92,1787.62
20/12/2022,85.32,8.14,42.49,151.74,18.4,17.01,19.762,1.0624,20.9958,50139.42,3821.62,85.19,1817.94
21/12/2022,86.31,8.22,42.67,152.91,18.48,16.97,19.6515,1.0605,20.8401,50426.27,3878.44,86.77,1814.39
22/12/2022,85.7,8.13,42.31,152.35,17.94,16.46,19.5613,1.0596,20.7309,50097.22,3822.39,83.79,1792.52
23/12/2022,85.94,8.26,42.87,154.37,18.43,16.63,19.3741,1.0617,20.5692,50578.09,3844.82,85.25,1798.2
26/12/2022,85.82,8.18,43.33,153.2,18.31,16.86,19.4043,1.0637,20.6395,50273.89,3844.82,85.25,1798.2
27/12/2022,86.71,8.2,42.91,155.43,18.01,16.51,19.4867,1.064,20.7331,50440.02,3829.25,83.04,1813.69
28/12/2022,85.26,8.03,42.47,153.23,17.51,15.63,19.4328,1.0612,20.6213,49648.21,3783.22,81.82,1804.35
29/12/2022,84.24,8.12,42.37,153.99,18,16.27,19.469,1.0661,20.7562,49517.86,3849.28,84.18,1814.91
30/12/2022,82.36,7.88,42.37,151.63,17.72,16.31,19.4999,1.0705,20.8743,48463.86,3839.5,84,1824.02
02/01/2023,84.72,7.96,42.29,152.09,17.94,16.26,19.4684,1.0667,20.7653,48993.24,3839.5,84,1824.02
03/01/2023,84.89,8.01,41.29,150.87,17.98,15.26,19.407,1.0548,20.4706,49050.46,3824.14,85.82,1839.48
04/01/2023,85.39,8.47,40.41,151.43,18.78,16.95,19.3822,1.0604,20.5519,50161.27,3852.97,85.14,1854.56
05/01/2023,87.73,8.54,41.02,152.54,19.1,17.18,19.326,1.0522,20.3348,50805.21,3808.1,83.12,1832.89
06/01/2023,88.41,8.79,42.27,153.68,19.3,17.88,19.1522,1.0644,20.3764,51730.5,3895.08,86.08,1865.69
09/01/2023,90.3,8.64,43.32,154.26,19.42,19.15,19.1526,1.073,20.5547,52280.05,3892.09,87.36,1871.81
10/01/2023,90.38,8.61,43.92,153.66,19.61,19.38,19.0686,1.0733,20.4672,52344.02,3919.25,89.87,1877.03
11/01/2023,90.56,9.3,44.44,159.64,20.11,19.86,18.9295,1.0757,20.3633,53209,3969.61,95.09,1875.69
12/01/2023,91.08,9.57,44.64,160.27,20.53,20.03,18.84,1.0853,20.4469,53593.86,3983.17,95.27,1897.09
13/01/2023,90.93,9.4,44.65,159.73,21.16,19.88,18.7663,1.083,20.3255,53576.72,3999.09,98.12,1920.23
16/01/2023,93.28,9.53,44.98,164.88,21.6,19.08,18.7791,1.0822,20.322,53631.89,3999.09,98.12,1916.02
17/01/2023,92.32,9.34,45.05,160.93,21.28,19.7,18.6611,1.0788,20.132,53128.97,3990.97,96.05,1908.69
18/01/2023,91.86,9.29,44.27,160.83,21.82,20.23,18.8897,1.0794,20.391,53218.84,3928.86,95.46,1904.11
19/01/2023,92.66,9.27,44.02,158.86,21.78,20.96,18.9949,1.0833,20.5755,53382.65,3898.85,93.68,1932.24
20/01/2023,91.69,9.4,44.72,159.39,21.95,20.77,18.873,1.0856,20.4879,53947.04,3972.61,97.25,1926.08
23/01/2023,94.66,9.44,44.95,161.25,22.32,20.93,18.8175,1.0872,20.4599,54341.25,4019.81,97.52,1931.04
24/01/2023,95.53,9.5,46.24,161.64,21.98,21.12,18.7952,1.0887,20.4618,54870.5,4016.95,96.32,1937.36
25/01/2023,95.53,9.57,45.9,162.18,22.19,21.35,18.7879,1.0916,20.5101,54871.36,4016.22,97.18,1946.11
26/01/2023,95.77,9.97,46.35,162.66,22.52,21.31,18.794,1.0892,20.4709,55164.01,4060.43,99.22,1929.21
27/01/2023,94.7,10.06,46.41,162.27,22.47,20.75,18.7669,1.0868,20.3982,54774.91,4070.56,102.24,1928.04
30/01/2023,94.36,9.94,45.48,161.91,22.26,20.56,18.7723,1.0851,20.3745,54521.43,4017.77,100.55,1923.17
31/01/2023,94.02,10.04,45.52,164.94,23.03,21.02,18.8385,1.0863,20.4631,54564.27,4076.6,103.13,1928.36
01/02/2023,94.1,10.25,46.31,163,24.19,21.03,18.6045,1.099,20.4452,55018.91,4119.21,105.15,1950.52
02/02/2023,92.95,10.26,46.68,159.41,23.78,21.51,18.671,1.091,20.3694,53874.91,4179.76,112.91,1912.72
03/02/2023,93.9,10.28,47.56,157.94,23.44,21.49,18.9688,1.0795,20.476,54049.05,4136.48,103.39,1864.97
07/02/2023,91.15,9.92,46.24,157.05,21.86,21.52,18.9067,1.0726,20.2779,53335.51,4164,102.18,1867.48
08/02/2023,91.01,9.95,45.11,155.49,21.81,22.07,18.9392,1.0712,20.2872,53125.01,4117.86,102.11,1873.1
09/02/2023,90.08,9.85,45.24,154.05,21.35,21.4,18.7712,1.074,20.1564,52801.43,4081.5,100.05,1875.49
10/02/2023,88.84,9.67,44.89,154.08,21.17,20.87,18.6704,1.0678,19.9283,52482.02,4090.46,98.24,1861.78
13/02/2023,89.61,9.76,46.16,157.17,21.8,20.99,18.5713,1.0723,19.9184,53050.83,4137.29,97.61,1865.57
14/02/2023,89.07,9.65,45.72,157.38,21.38,20.97,18.5265,1.0738,19.8956,52663.12,4136.13,99.54,1853.49
15/02/2023,89.34,9.81,45.66,161.63,21.39,21.21,18.5856,1.0689,19.8668,53422.24,4147.6,99.7,1854.31
16/02/2023,89.05,9.61,45.51,175.59,21.61,21.17,18.524,1.0674,19.7741,54015.82,4090.41,101.16,1836.01
17/02/2023,87.4,9.42,44.49,173.71,21.47,20.84,18.3717,1.0695,19.651,53789.64,4079.09,98.15,1836.36
20/02/2023,89.29,9.45,44.25,171.98,21.83,21.15,18.3798,1.0686,19.6399,53908.55,4079.09,97.2,1842.36
21/02/2023,87.92,9.15,43.39,170.56,20.59,20.38,18.4683,1.0648,19.6718,53239.95,3997.34,97.2,1841.38
22/02/2023,86.48,9.05,42.29,171.12,20.82,20.88,18.3562,1.0605,19.465,53180.99,3991.05,94.58,1835.09
23/02/2023,87.26,9.09,42.34,171.71,20.96,21.19,18.3858,1.0596,19.4821,53085.71,4012.32,95.79,1825.39
24/02/2023,88.2,8.89,42.02,170.17,18.86,21.22,18.418,1.0548,19.428,52686.23,3970.04,95.82,1822.28
27/02/2023,89.63,8.97,43.28,170.68,19.23,21.64,18.3685,1.0609,19.4891,53013.62,3982.24,93.5,1811.04
28/02/2023,86.85,9.16,44.32,168.86,18.31,21.71,18.3057,1.0576,19.3605,52758.06,3970.15,93.76,1817.14
01/03/2023,86.98,9.38,43.98,169.44,18.47,21.75,18.1154,1.0668,19.3295,53473.46,3951.39,94.23,1826.92
02/03/2023,87.89,9.8,43.52,169.43,19,21.19,18.1259,1.0597,19.2082,53329.53,3981.35,92.17,1836.72
03/03/2023,88.07,10.13,45.05,169.12,19.45,21.53,17.957,1.0635,19.1023,54182.27,4045.64,92.13,1835.87
06/03/2023,88.34,9.96,44.94,164.82,19.65,21.75,18.0042,1.0681,19.23,53924.19,4048.42,94.9,1856.48
07/03/2023,86.29,9.62,44.81,162.89,19.21,21.86,18.1047,1.0549,19.0981,53068.73,3986.37,93.75,1846.86
08/03/2023,86.62,9.66,44.98,163.5,19.01,21.7,17.9798,1.0545,18.959,53388.66,3992.01,93.55,1813.45
09/03/2023,86.11,9.59,45.65,164.14,18.47,22.82,18.3618,1.0581,19.4287,53426.77,3918.32,93.92,1813.8
10/03/2023,83.85,9.25,45.34,164.17,17.91,20.87,18.5049,1.0643,19.6868,52794.53,3861.59,92.25,1831.03
13/03/2023,85.02,9.44,45.52,166.29,17.86,20.22,18.9136,1.0731,20.2971,53012.25,3855.76,90.73,1868.26
14/03/2023,85.11,9.37,46.01,165.3,17.53,20.07,18.5966,1.0733,19.9581,52691.66,3919.29,92.43,1913.7
15/03/2023,85.34,9.2,45.97,164.06,17.52,19.75,18.9755,1.0577,20.0724,52085.59,3891.93,94.88,1904.01
16/03/2023,86.12,9.3,45.93,166.31,17.34,20.14,18.7237,1.061,19.8686,52505.7,3960.28,96.2,1918.58
17/03/2023,88.39,9.18,45.82,165.78,17.25,19.36,18.9099,1.067,20.1729,51925.61,3916.64,100.04,1919.52
21/03/2023,88.12,9.32,46.26,164.1,17.45,20.26,18.5967,1.0768,20.0239,52652.65,4002.87,98.95,1989.25
22/03/2023,87.62,9.33,46.16,164.14,17.25,20.65,18.6087,1.0856,20.2008,52550.4,3936.97,97.71,1978.84
23/03/2023,87.12,9.43,46.1,164.65,17.24,20.82,18.5806,1.0831,20.1247,52827.93,3948.72,100.61,1940.07
24/03/2023,87.17,9.24,46.15,165.78,17.44,20.67,18.4448,1.076,19.8511,52771.12,3970.99,98.7,1970.11
27/03/2023,88.38,9.22,46.58,168.68,17.7,20.81,18.3484,1.0798,19.813,52851.42,3977.53,98.71,1993.4
28/03/2023,88.44,9.35,46.89,169.92,17.89,21.03,18.2359,1.0845,19.7757,53209.09,3971.27,98.13,1978.21
29/03/2023,89.75,9.7,46.73,171.88,18.73,21.46,18.0886,1.0844,19.6152,53882.95,4027.81,98.04,1956.67
30/03/2023,91.89,9.79,46.94,171.89,19.31,21.88,18.093,1.0905,19.7303,54198.94,4050.83,97.24,1973.54
31/03/2023,90.68,9.89,46.65,171.8,19.07,22.2,18.0462,1.0839,19.5581,53904,4109.31,100.25,1964.7
03/04/2023,90.14,9.75,46.97,171.67,18.79,21.05,18.0627,1.0899,19.6859,53883.65,4124.51,102,1980.37
04/04/2023,90.82,9.77,47.2,171.84,19.27,21.08,18.1365,1.0953,19.8727,54176.01,4100.6,103.29,1969.28
05/04/2023,90.4,9.58,47.16,171.36,18.84,20.32,18.3075,1.0904,19.962,53498.39,4090.38,102.41,1984.65
10/04/2023,90.84,9.82,47.15,170.2,19.89,20.33,18.1655,1.0859,19.7278,54074.75,4109.11,103.95,2020.42
11/04/2023,91.95,10.04,46.78,171.83,20.39,20.65,18.1803,1.0912,19.8406,54604.63,4108.94,101.1,2020.73
12/04/2023,90.95,10.19,45.48,169.85,19.39,20.49,18.0744,1.0992,19.8687,54333.12,4091.95,102.06,2007.91
13/04/2023,91.58,10.74,45.54,169.42,19.74,22.73,18.013,1.1046,19.8983,54695.78,4146.22,102.06,2007.91
14/04/2023,90.38,10.79,44.63,168.46,19.46,21.77,18.0161,1.0992,19.7914,54460.05,4137.64,102.17,1991.48
17/04/2023,92.25,10.84,44.51,168.39,19.28,21.87,18.0204,1.0926,19.6861,54778.93,4151.32,99.92,2003.62
18/04/2023,90.93,10.65,43.48,168.22,18.64,21.4,18.0539,1.0972,19.8099,54385.52,4154.87,97.83,2014.93
19/04/2023,90.73,10.63,43.21,168.96,17.94,21.42,18.0479,1.0955,19.7697,54308.09,4154.52,102.4,2040.22
20/04/2023,93.07,10.47,43.55,171.82,17.8,21.39,18.0009,1.097,19.7445,54293.71,4129.79,102.51,2004.17
21/04/2023,92.46,10.37,43.13,170.96,17.61,21.14,17.9883,1.0986,19.755,54175.29,4133.52,102.74,1995.19
24/04/2023,93.07,10.4,43.3,172.38,17.62,21.25,17.9826,1.1046,19.8652,54713.7,4137.04,102.3,2005.45
25/04/2023,92.47,10.51,43.32,172.03,17.06,19.76,18.0755,1.0973,19.8329,54371.09,4071.63,104.3,1994.93
26/04/2023,91.89,10.53,42.97,172.34,17.02,19.73,18.1494,1.1041,20.039,54023.32,4055.99,103.81,2004.8
27/04/2023,93.33,10.62,43,171.88,17.8,20.52,18.0375,1.1028,19.8914,54442.16,4135.35,106.96,1983.06
28/04/2023,96.3,10.8,41.5,174.92,18.24,21.18,18.0003,1.1019,19.844,55121.22,4169.48,106.21,1989.14
02/05/2023,95.59,11.47,40.91,176.01,17.76,21.68,17.9795,1.0999,19.7766,55179.43,4119.58,102.57,1997.39
03/05/2023,95.25,11.29,41.55,173.77,17.35,21.5,17.9275,1.1062,19.831,54947.01,4090.75,104.98,1989.04
04/05/2023,97.38,11.31,41.63,172.6,17.11,20.43,17.9137,1.1012,19.7262,54667.21,4061.22,109.82,1987.78
05/05/2023,98.96,11.67,41.96,174.56,17.3,20.83,17.7619,1.1019,19.5788,54937.39,4136.25,105.45,1990
08/05/2023,97.82,11.63,41.6,176.39,17.36,21.19,17.7975,1.1004,19.5877,55033.12,4138.12,102.05,1982.56
09/05/2023,97.91,11.95,41.6,177.08,17.4,20.93,17.7735,1.0962,19.4837,55452.73,4119.17,103.63,2016.68
10/05/2023,98.56,11.56,41.62,176.59,17.17,21.23,17.5504,1.0982,19.274,55534.68,4137.64,103.65,2038.97
11/05/2023,96.46,11.64,42.17,177.49,17.07,21.34,17.5783,1.0916,19.1887,55014.16,4130.62,104,2050.28
12/05/2023,96.68,11.59,41.98,177.82,17.05,21.14,17.5932,1.0849,19.0881,54948.34,4124.08,105.655,2016.79
15/05/2023,96.04,11.43,42.63,177.29,17.01,22.02,17.4334,1.0874,18.9536,55261.43,4136.28,105.83,2021.16
16/05/2023,94.62,11.53,43.03,177.41,17.18,22.61,17.5018,1.0862,19.0111,55180.97,4109.9,106.62,2034.56
17/05/2023,92.88,11.59,43.05,176.56,17.48,23.1,17.596,1.084,19.0724,55067.37,4158.77,110.19,2030.09
18/05/2023,94.05,11.64,43.68,178.24,17.78,23.41,17.7184,1.077,19.0822,55263.11,4198.05,112.18,2015.05
19/05/2023,93,11.5,43.34,177.27,17.68,23.25,17.7859,1.0805,19.2239,54296.05,4191.98,110.26,2010.77
22/05/2023,90.82,11.32,43.42,176.12,17.29,22.84,17.8983,1.0813,19.3546,53466.32,4192.63,111.2,2016.49
23/05/2023,91.01,11.05,43.54,174.28,17.12,22.66,17.9745,1.077,19.3578,53123.21,4145.58,113.4,1989.17
24/05/2023,92.13,10.98,43.57,173.02,16.85,22.58,17.8017,1.075,19.1367,53393.4,4115.24,115.5,1981.84
25/05/2023,93.53,11.1,42.39,174.29,16.63,23.07,17.8547,1.0725,19.1483,53744.68,4151.28,118.15,1957.55
26/05/2023,94.23,11.08,41.98,173.77,16.96,24.12,17.626,1.0723,18.9019,54025.45,4205.45,116.25,1977.81
29/05/2023,93.67,10.91,42.2,173.4,16.82,23.99,17.5895,1.0708,18.8333,54212.67,4205.45,115.01,1971.86
30/05/2023,92.74,10.56,42.3,172.84,16.85,23.97,17.6578,1.0735,18.957,53341.85,4205.52,114.99,1975.23
31/05/2023,94.56,10.64,41.59,178.12,16.94,24.4,17.6874,1.0689,18.9066,52736.26,4179.83,116.75,1957.16
01/06/2023,92.88,10.63,40.78,177.72,16.5,24.86,17.5515,1.0762,18.8879,52724.03,4221.02,115,1941.41
02/06/2023,92.49,11.14,40.73,179.42,17.02,25,17.5559,1.0708,18.8068,53232.71,4282.37,120.11,1946.46
05/06/2023,92.43,11.17,40.3,181.61,17.35,25.04,17.469,1.0713,18.715,53536.05,4273.79,120.11,1943.19
06/06/2023,92.37,11.66,40.93,180.43,18.07,25.16,17.3859,1.0693,18.5889,54432.19,4283.85,121.66,1959.33
07/06/2023,91.39,11.91,41.36,180.52,17.85,25.18,17.3645,1.0699,18.5771,54291.44,4267.52,120.58,1962.73
08/06/2023,92.83,12,40.81,182.51,17.8,25.32,17.3806,1.0782,18.7377,54338.18,4293.93,122.77,1977.61
09/06/2023,94.22,12.06,41.27,185.56,17.28,25.34,17.2818,1.0749,18.5767,54512.14,4298.86,124.25,1947.97
12/06/2023,92.88,11.99,41.26,186.69,17.49,25.04,17.2824,1.0757,18.5908,54278.12,4338.93,125.3,1961.86
13/06/2023,91.57,12.31,41.57,188.07,17.82,25.1,17.2231,1.0793,18.5882,54574.75,4369.01,126.61,1963.52
14/06/2023,93.51,12.5,42.13,189.08,18.23,25.49,17.109,1.083,18.5274,55145.43,4372.59,121.23,1940.02
15/06/2023,93.03,12.54,41.85,189.32,18.41,25.1,17.122,1.0945,18.7389,55344.25,4425.84,124.25,1965.46
16/06/2023,92.13,12.4,42.34,189.36,18.13,24.98,17.0886,1.0937,18.6838,54842.51,4409.59,123.43,1961.19
19/06/2023,92.08,12.34,42.44,190.94,17.86,24.92,17.0817,1.0921,18.657,54931.06,4409.59,126.57,1957.84
20/06/2023,92.18,12.08,41.89,190.15,17.97,24.48,17.2144,1.0918,18.7944,54365.68,4388.71,126.66,1943.74
21/06/2023,92.21,12.06,41.78,187.81,17.56,24.19,17.12,1.0986,18.8087,54063.91,4365.69,126.42,1942.52
22/06/2023,91.56,11.86,41.77,188.95,17.43,24.17,17.1791,1.0956,18.8213,53563.31,4381.89,127.11,1958.01
23/06/2023,91.94,11.89,41.97,186.07,17.22,23.98,17.1746,1.0894,18.7146,53341.91,4348.33,125.49,1957.98
26/06/2023,90.82,11.84,42.17,185.26,17.45,23.97,17.1376,1.0906,18.6896,53335.74,4328.82,125.49,1950.48
27/06/2023,91.22,12.09,42.77,188.45,18,24.21,17.0835,1.0961,18.7256,53926.91,4378.41,125.78,1936.42
28/06/2023,90.82,11.88,41.9,187.15,17.72,24.25,17.0925,1.0913,18.6531,53460.06,4376.86,124.83,1932.55
29/06/2023,91.04,11.97,42.13,189.2,17.75,24.13,17.126,1.0865,18.6073,53585.23,4396.44,130.15,1914.01
30/06/2023,91.65,12.1,41.9,189.53,17.61,23.97,17.1248,1.0909,18.674,53526.1,4450.38,129.33,1921.2
03/07/2023,92.8,12.14,42.08,192.72,18.25,23.99,17.0642,1.0912,18.623,54399.1,4455.59,127.33,1923.26
04/07/2023,92.25,12.11,41.6,188.46,17.88,23.98,17.0551,1.0879,18.5544,53930.86,4455.59,129.18,1913.69
05/07/2023,91.15,11.9,41.25,190,17.64,23.78,17.0067,1.0854,18.4589,54039.66,4446.82,129.04,1907.32
06/07/2023,89.06,11.35,41.41,189.94,17.04,23.08,17.2426,1.0889,18.7729,53407.7,4411.59,127.9,1908.2
07/07/2023,88.62,11.54,41.36,190.37,16.97,23.31,17.1469,1.0967,18.8034,53904.29,4398.95,130.36,1919.35
10/07/2023,87.61,11.7,40.81,186.11,16.7,22.91,17.0528,1.1001,18.7597,53655.36,4409.53,130.22,1921.64
11/07/2023,89.45,11.9,40.99,185.71,16.81,23.48,17.0437,1.1009,18.7633,54138.14,4439.26,130.22,1925.48
12/07/2023,88.47,11.88,41.43,184.41,16.91,23.3,16.9013,1.1129,18.8118,53956.71,4472.16,130.38,1915.3
13/07/2023,89.89,12.39,40.6,182.48,17.02,23.61,16.8403,1.1226,18.9074,54244.01,4510.04,128.36,1910.9
14/07/2023,89.63,12.22,39.7,181.54,16.14,22.71,16.7529,1.1228,18.8207,53770.8,4505.42,129.78,1925.05
17/07/2023,88.83,12.35,39.76,181.42,16.08,22.56,16.727,1.1236,18.7982,53623.27,4522.79,127.13,1925.35
18/07/2023,90.39,12.52,39.27,181.57,16.51,22.79,16.7509,1.1229,18.8106,54036.27,4554.98,128.78,1932.23
19/07/2023,87.79,12.48,38.99,180.96,16.65,22.9,16.7164,1.1201,18.7294,53740.16,4565.72,130.8,1957.35
20/07/2023,87,12.6,38.47,182.06,16.47,23.08,16.8847,1.113,18.7993,53561.37,4534.87,134.3,1960.51
21/07/2023,88.76,12.58,38.72,184.72,16.46,23.46,16.9884,1.1124,18.9027,53702.16,4536.34,134.68,1955.21
24/07/2023,86.79,12.44,38.75,181.63,16.32,23.07,16.8338,1.1064,18.6246,53518.91,4554.64,133.56,1955.04
25/07/2023,87.97,12.65,38.97,183.83,15.76,21.76,16.933,1.1055,18.7205,54013.58,4567.46,132.83,1978.72
26/07/2023,88.18,12.82,40.02,184.28,15.82,21.85,16.8415,1.1086,18.6716,54502.09,4566.75,135.36,1976.64
27/07/2023,87.17,12.78,40.7,186.99,16.74,20.84,16.8734,1.0979,18.5247,54753.39,4537.41,129.96,1969.53
28/07/2023,88.58,12.81,42.24,189.81,17.17,20.76,16.687,1.1016,18.3916,54910.93,4582.23,130,1961.94
31/07/2023,86.81,12.72,43.83,189.78,17.72,20.14,16.7432,1.0997,18.4142,54819.05,4588.96,128.8,1954.73
01/08/2023,83.61,12.9,44.43,189.36,17.16,19.73,16.8817,1.0984,18.5311,54210.62,4576.73,129.13,1964.96
02/08/2023,83.07,12.88,44.82,187.23,16.42,19.36,17.0261,1.0938,18.6256,53283.56,4513.39,128.15,1972.07
03/08/2023,86.95,12.98,45.22,189.24,16.67,19.28,17.3279,1.0949,18.9649,53445.09,4501.89,128.25,1946
04/08/2023,89.43,13.08,45.55,189.39,16.82,19.64,17.0802,1.1006,18.8026,53991.42,4478.03,132.21,1959.49
07/08/2023,89.19,13.37,44.92,192.19,16.69,20.04,17.0649,1.1002,18.7753,54032.83,4518.44,133.68,1965.09
08/08/2023,87.49,13.51,45.81,192.39,16.84,19.58,17.1117,1.0956,18.743,53663.02,4499.38,131.69,1944.29
09/08/2023,89.65,13.55,46.97,192.44,16.92,19.35,17.0585,1.0974,18.721,54220.74,4467.71,128.21,1934.45
10/08/2023,89.32,13.3,46.2,191.12,16.52,19.13,17.133,1.0981,18.8137,53889.03,4468.83,128.91,1934.06
11/08/2023,88.76,13.2,46.04,189.59,16.26,18.3,17.0079,1.0949,18.633,53242.16,4464.05,139.57,1942.91
14/08/2023,88.38,13.59,46.08,191.98,16.04,17.89,17.0555,1.0906,18.5983,53282.04,4489.72,142.22,1936.56
15/08/2023,89.64,13.69,46.39,192.42,16.14,17.66,17.1475,1.0905,18.7002,53568.32,4437.86,139.94,1925.24
16/08/2023,90.87,13.8,46.65,199.11,16.13,17.43,17.1389,1.0879,18.6458,53827.71,4404.33,137.85,1914.46
17/08/2023,90.22,13.22,47.12,196,15.79,16.92,17.1069,1.0872,18.5989,53201.44,4370.36,138.56,1912.48
18/08/2023,88.75,13.26,47.68,197.79,15.87,16.9,17.0559,1.0873,18.558,53194.39,4369.71,138.41,1913.76
21/08/2023,88.78,13.51,48.1,194.79,15.65,16.48,17.0202,1.0896,18.539,53109.77,4399.77,140.57,1907.1
22/08/2023,88.25,13.63,47.59,193.62,15.3,16.35,16.9104,1.0846,18.3417,53127.93,4387.55,137.67,1902
23/08/2023,89.32,13.66,47.65,194.77,15.41,16.22,16.7908,1.0863,18.2433,53635.34,4436.01,135.07,1891.81
24/08/2023,88.75,13.49,48.23,193.77,15.18,15.83,16.8317,1.081,18.1963,53109.83,4376.31,133.98,1889.43
25/08/2023,86.98,13.61,48.53,195.55,14.74,15.58,16.7476,1.0796,18.0844,53191.53,4405.71,133.22,1889.31
